번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),판매점영업면적,,
8854,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320194940017087500004,20190923,,1,영업/정상,13,영업중,,,,,,,,전라남도 영암군 삼호읍 용앙리 1697번지 12호 이노하우징,전라남도 영암군 삼호읍 대불주거1로9길 35 (이노하우징),58456,미니스톱 대불타운점,2.01909E+13,I,2019/09/27 2:22,,150003.5072,139507.8479,,,
8871,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320194820026087500021,20190918,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 용당동 646번지,"전라남도 순천시 용당삼산로 63, 101호, 102호 1층 (용당동)",57936,씨유(CU)용당덕진점,2.01909E+13,I,2019/09/25 2:22,,244339.6218,164461.8427,67.2,,
8881,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320194950018087500010,20190919,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 삼향읍 남악리 2317번지 에드가채움 주상복합 아파트,"전라남도 무안군 삼향읍 남악4로34번길 6, 136,137호 (에드가채움 주상복합 아파트)",58578,GS25 남악채움,2.01909E+13,I,2019/09/22 2:22,,151101.8591,145598.4839,,,
8904,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320194840022087500013,20190920,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 덕례리 1728번지 10호,전라남도 광양시 광양읍 옹기길 24,57762,지에스25덕례하우스,2.01909E+13,I,2019/09/22 2:22,,252353.7143,162972.6349,,,
8961,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500031,20190829,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화장동 740번지 1호 무선주공2차아파트,"전라남도 여수시 화산1길 7, 무선주공2차아파트 상가동 1층 105호 (화장동)",59641,세븐일레븐 여수무선주공점,2.01908E+13,I,2019/08/31 2:22,,259351.8119,141782.0203,30,,
9049,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500030,20190822,,1,영업/정상,13,영업중,,,,,061-691-5536,,,전라남도 여수시 소호동 360번지 4호,"전라남도 여수시 소호로 461, 1층 (소호동)",59666,지에스(GS)25 소호지에스(GS)점,2.01908E+13,I,2019/08/24 2:22,,259606.4704,138601.2391,115,,
9140,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500024,20190715,,1,영업/정상,13,영업중,,,,,061-663-6074,,,전라남도 여수시 충무동 424번지,전라남도 여수시 충무로 65 (충무동),59733,지에스25 여수충무점,2.02107E+13,U,2021/07/26 2:40,,266844.9932,138426.7087,133,,
9229,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320194900013087500004,20190722,,1,영업/정상,13,영업중,,,,,371-3639,,,,전라남도 화순군 능주면 정암길 100,58153,세븐일레븐 화순능주점,2.01907E+13,I,2019/07/24 2:21,,196122.2937,165525.6138,3.3,,
9254,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320194800026087500012,20190812,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 옥암동 1345번지 7호,"전라남도 목포시 남악2로9번길 10-11, 1층 (옥암동)",58680,씨유 옥암천년점,2.01908E+13,I,2019/08/14 2:22,,149767.1631,145546.6046,3,,
9283,안전상비의약품 판매업소,01_01_05_P,4800000,PHMH320194800026087500011,20190710,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 해안동3가 6번지,"전라남도 목포시 해안로 159, 1층 (해안동3가)",58754,이마트24 목포항구점,2.01907E+13,I,2019/07/13 2:21,,143304.5149,142777.188,3,,
9299,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500026,20190816,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 덕충동 1650번지 11호,"전라남도 여수시 충민로 167, 1층 (덕충동)",59722,씨유 여수덕충점,2.01908E+13,I,2019/08/18 2:22,,267292.1648,139725.418,105,,
9300,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500027,20190816,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 웅천동 1853번지 여수웅천사랑으로부영5차아파트,"전라남도 여수시 웅천로 190, 상가동 101호 (웅천동, 여수웅천사랑으로부영5차아파트)",59694,씨유 여수웅천부영,2.01908E+13,I,2019/08/18 2:22,,262519.2905,138087.0329,66,,
9332,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500025,20190806,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 소호동 352번지 1호 소호주공아파트,"전라남도 여수시 소호4길 45, 상가동 101,102호 (소호동, 소호주공아파트)",59666,지에스25 소호주공점,2.01908E+13,I,2019/08/08 2:21,,259301.4286,138846.6127,76,,
9336,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320194930013087500004,20190813,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 해남읍 동초길 79,59043,지에스25해남스위트점,2.01908E+13,I,2019/08/18 2:22,,163598.1686,119080.0285,,,
9355,안전상비의약품 판매업소,01_01_05_P,4970000,PHMH320194970018087500004,20190722,,1,영업/정상,13,영업중,,,,,061-356-8880,,57014,,전라남도 영광군 법성면 굴비로 70-1,57014,CU법성중앙점,2.01907E+13,I,2019/07/24 2:21,,149683.1119,206507.6396,,,
9405,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500023,20190708,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 안산동 658번지 모아미래도 상가,"전라남도 여수시 안산1길 134, 모아미래도 상가 101, 102호 (안산동)",59662,지에스25 여수모아점,2.01907E+13,I,2019/07/11 2:21,,259618.6709,140050.6935,85.95,,
9514,안전상비의약품 판매업소,01_01_05_P,4970000,PHMH320194970018087500005,20190910,,1,영업/정상,13,영업중,,,,,,,,전라남도 영광군 영광읍 녹사리 19번지 10호,"전라남도 영광군 영광읍 옥당로 87, 101호",57049,세븐일레븐 영광국제점,2.01909E+13,I,2019/09/18 2:22,,154879.4779,196943.1653,27,,
9519,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320194940017087500003,20190828,,1,영업/정상,13,영업중,,,,,,,,전라남도 영암군 삼호읍 용앙리 1681번지 4호,전라남도 영암군 삼호읍 대불주거로 173,58456,세븐일레븐 영암 중흥리버티점,2.02109E+13,U,2021/09/03 2:40,,150163.6738,139629.5639,3.3,,
9550,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320194820026087500022,20190930,,1,영업/정상,13,영업중,,,,,061-724-5511,,,전라남도 순천시 조례동 848번지 11호 BIG STORE,"전라남도 순천시 비봉길 112, 1층 (조례동)",57934,세븐일레븐순천조례대림점,2.0191E+13,I,2019/10/04 2:22,,247283.2274,162986.9942,122,,
9577,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320194840022087500012,20190904,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 중동 1679번지 4호,전라남도 광양시 중마중앙로 51 (중동),57795,지에스(GS)25 중마데시앙점,2.01909E+13,I,2019/09/06 2:22,,263673.67,159778.005,,,
9653,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320194820026087500020,20190904,,1,영업/정상,13,영업중,,,,,061-725-8458,,,전라남도 순천시 조례동 372번지 1호 순천조례3차 대주파크빌,"전라남도 순천시 조례연동길 5, 상가동 111~113호 (조례동, 순천조례3차 대주파크빌)",57948,지에스25조례대주점,2.01909E+13,I,2019/09/06 2:22,,248074.9406,162371.4378,87.75,,
9666,안전상비의약품 판매업소,01_01_05_P,4880000,PHMH320194880017087500004,20190731,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 고흥군 도양읍 우주항공로 43, 소매점",59559,미니스톱 녹동중앙점,2.01907E+13,I,2019/08/02 2:21,,212802.3706,114424.3854,100,,
9684,안전상비의약품 판매업소,01_01_05_P,4940000,PHMH320194940017087500002,20190729,,1,영업/정상,13,영업중,,,,,,,,전라남도 영암군 삼호읍 용앙리 1664번지 6호,전라남도 영암군 삼호읍 대불주거로 183,58456,씨유영암삼호점,2.01907E+13,I,2019/08/01 2:21,,150119.001,139722.6805,113,,
9709,안전상비의약품 판매업소,01_01_05_P,4820000,PHMH320194820026087500019,20190809,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 서면 선평리 234번지 5호,"전라남도 순천시 서면 삼산로 267, 1층",57926,씨유(CU)순천선평점,2.01908E+13,I,2019/08/11 2:22,,245910.4372,165323.2002,94,,
9745,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500028,20190820,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 봉산동 261번지 1호,"전라남도 여수시 봉산남6길 14, 1층 (봉산동)",59763,씨유 여수봉산중앙점,2.01908E+13,I,2019/08/22 2:22,,266284.7074,137455.2091,69.42,,
9754,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320194840022087500011,20190813,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 구산리 850번지 1호 칠성 e-편한세상,전라남도 광양시 광양읍 서북2길 115 (칠성 e-편한세상),57738,지에스(GS)25 광양이편한점,2.01908E+13,I,2019/08/15 2:22,,252487.0722,164168.9944,49,,
9756,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320194930013087500003,20190801,,1,영업/정상,13,영업중,,,,,,,,전라남도 해남군 해남읍 해리 686번지 1호 한빛 빌딩,"전라남도 해남군 해남읍 교육청길 51, 한빛 빌딩",59038,지에스25 해남교육청점,2.01908E+13,I,2019/08/04 2:21,,163927.9691,118915.4842,,,
9863,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320224810029087500013,20220407,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 1 e편한세상 여수 더퍼스트,"전라남도 여수시 학동북4길 7, A동 105호 (학동, e편한세상 여수 더퍼스트)",59671,지에스25 여수더퍼스트점,2.02204E+13,I,2022/04/09 0:22,,260061.3802,141200.4886,59,,
9905,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320224840022087500004,20220412,,1,영업/정상,13,영업중,,,,,,,,,전라남도 광양시 사동로 69(중동),57781,세븐일레븐 광양중마주공점,2.02204E+13,I,2022/04/14 0:22,,262670.1777,160951.3917,0,,
9953,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320224810029087500014,20220416,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 85-30,"전라남도 여수시 선소로 63, 1층 (학동)",59689,지에스25 여수사랑점,2.02204E+13,I,2022/04/17 0:22,,260999.5309,140205.071,66,,
11082,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320124900013087500002,20121108,,1,영업/정상,13,영업중,,,,,061-374-8242,,,,전라남도 화순군 화순읍 중앙로 92,58125,씨유화순중앙점,2.01409E+13,I,2018/08/31 23:59,,199145.3286,173473.2246,,,
11083,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320124900013087500005,20121108,,1,영업/정상,13,영업중,,,,,061-374-3823,,,전라남도 화순군 도곡면 원화리 618번지,전라남도 화순군 도곡면 온천1길 18,58148,세븐일레븐화순도곡점,2.01805E+13,I,2018/08/31 23:59,,191373.1176,169886.0893,3.3,,
11084,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320124900013087500009,20121109,,1,영업/정상,13,영업중,,,,,061-373-4821,,,,전라남도 화순군 화순읍 칠충로 132-1,58122,미니스톱화순중앙점,2.01409E+13,I,2018/08/31 23:59,,198415.2533,173477.9362,,,
11085,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320174900013087500002,20170321,,1,영업/정상,13,영업중,,,,,,,,,전라남도 화순군 화순읍 만연로 71,58118,세븐일레븐 화순장일점,2.01703E+13,I,2018/08/31 23:59,,199015.9904,173659.3993,,,
11086,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320174900013087500003,20170518,,1,영업/정상,13,영업중,,,,,,,,,전라남도 화순군 화순읍 진각로 137,58112,세븐일레븐 화순군청점,2.01705E+13,I,2018/08/31 23:59,,198703.6369,173844.4479,75,,
11087,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320174900013087500004,20170522,,1,영업/정상,13,영업중,,,,,,,,,전라남도 화순군 도곡면 지강로 501,58148,씨유 화순도곡점,2.01705E+13,I,2018/08/31 23:59,,191265.6251,171086.9394,65,,
11088,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320174900013087500006,20171031,,1,영업/정상,13,영업중,,,,,,,,,전라남도 화순군 동면 충의로 542-1,58133,세븐일레븐 화순동면점,2.01711E+13,I,2018/08/31 23:59,,201495.1861,169742.052,60,,
11089,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320174900013087500007,20171222,,1,영업/정상,13,영업중,,,,,,,58112,,"전라남도 화순군 화순읍 진각로 181-17, 공간빌리지아파트",58112,GS25 화순공간점,2.01712E+13,I,2018/08/31 23:59,,198610.3395,174229.3532,75.27,,
11090,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320184900013087500002,20180322,,1,영업/정상,13,영업중,,,,,,,,전라남도 화순군 화순읍 광덕리 370번지,"전라남도 화순군 화순읍 충의로 115, 1층",58125,GS25 화순광덕점,2.01803E+13,I,2018/08/31 23:59,,199046.7301,172987.9358,3.3,,
11091,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320184900013087500003,20180416,,1,영업/정상,13,영업중,,,,,061-372-0062,,,전라남도 화순군 춘양면 용두리 397번지 2호,전라남도 화순군 춘양면 화보로 2559,58159,지석강마트,2.02107E+13,U,2021/07/03 2:40,,198408.8745,160056.9475,495,,
11092,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320184900013087500004,20180418,,1,영업/정상,13,영업중,,,,,,,,전라남도 화순군 화순읍 신기리 404번지 8호,전라남도 화순군 화순읍 부처샘길 2-16,58114,세븐일레븐 화순부처샘,2.01804E+13,I,2018/08/31 23:59,,199069.9045,174108.4641,3.3,,
11093,안전상비의약품 판매업소,01_01_05_P,4900000,PHMH320184900013087500005,20180622,,1,영업/정상,13,영업중,,,,,,,,전라남도 화순군 화순읍 대리 121번지 대광아파트2차,"전라남도 화순군 화순읍 칠충로 44, 101호 (대광아파트2차)",58137,GS 25,2.01806E+13,I,2018/08/31 23:59,,197863.5406,172802.7808,303,,
11490,안전상비의약품 판매업소,01_01_05_P,4840000,PHMH320194840022087500009,20190627,,1,영업/정상,13,영업중,,,,,,,,전라남도 광양시 광양읍 용강리 907번지 광양송보파인빌7차아파트,"전라남도 광양시 광양읍 와룡길 33, 719동 201호 (광양송보파인빌7차아파트)",57747,미니스톱 광양송보점,2.01906E+13,I,2019/06/30 2:21,,255853.8859,163594.1407,,,
11491,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320194910015087500002,20190628,,1,영업/정상,13,영업중,,,,,,,,,전라남도 장흥군 장흥읍 장흥로 76-10,59323,지에스(GS)25 장흥코아루점,2.01906E+13,I,2019/06/30 2:21,,191830,131743,3.3,,
11492,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320195000025087500001,20190626,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 쌍정리 134번지 4호,전라남도 진도군 진도읍 쌍정1길 19,58924,GS25 진도으뜸점,2.01906E+13,I,2019/06/30 2:21,,132628.3308,109455.0575,79.14,,
11510,안전상비의약품 판매업소,01_01_05_P,4890000,PHMH320194890020087500001,20190805,,1,영업/정상,13,영업중,,,,,,,,전라남도 보성군 회천면 율포리 312번지 3호,전라남도 보성군 회천면 충의로 1,59471,씨유보성회천점,2.01908E+13,I,2019/08/07 2:21,,207874.2453,130429.9437,106,,
11538,안전상비의약품 판매업소,01_01_05_P,4950000,PHMH320194950018087500008,20190830,,1,영업/정상,13,영업중,,,,,,,,전라남도 무안군 청계면 도림리 435번지 2호,전라남도 무안군 청계면 도림길 74,58553,씨유 무안캠퍼스시티점,2.02105E+13,U,2021/05/06 2:40,,147912.7936,156896.0222,,,
11547,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500029,20190821,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 학동 11번지 12호,"전라남도 여수시 쌍봉로 49, 1층 (학동)",59671,씨유 여수쌍봉사거리점,2.01908E+13,I,2019/08/23 2:22,,260475.715,141108.375,90,,
11695,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320194810029087500035,20191010,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 여서동 496번지 1호 부영7차아파트,"전라남도 여수시 대치1길 7, 부영7차아파트 상가2동 지하층 3호 (여서동)",59721,지에스25 여수부영사랑점,2.0191E+13,I,2019/10/12 0:22,,264230.6254,139032.559,132,,
11804,안전상비의약품 판매업소,01_01_05_P,4910000,PHMH320194910015087500004,20191230,,1,영업/정상,13,영업중,,,,,,,,전라남도 장흥군 장흥읍 건산리 811번지 정하e시티주상복합,"전라남도 장흥군 장흥읍 동교3길 5, 상가동 103호 (정하e시티주상복합)",59327,세븐일레븐 장흥건산점,2.01912E+13,I,2020/01/02 0:23,,191299.1671,131300.6781,3.3,,
11816,안전상비의약품 판매업소,01_01_05_P,4830000,PHMH320194830021087500007,20191016,,1,영업/정상,13,영업중,,,,,,,,전라남도 나주시 빛가람동 114번지 빛가람 중흥S-CLASS센트럴 2차,"전라남도 나주시 우정로 101, 241동 101호 (빛가람동, 빛가람 중흥S-CLASS센트럴 2차)",58217,온유통,2.0191E+13,I,2019/10/17 0:22,,180884.8255,169546.3976,40.5,,
11819,안전상비의약품 판매업소,01_01_05_P,4930000,PHMH320194930013087500006,20191209,,1,영업/정상,13,영업중,,,,,,,,,전라남도 해남군 해남읍 수성1길 1,59028,세븐 일레븐 해남읍내점,2.02109E+13,U,2021/09/10 2:40,,163443.4295,119498.3629,115,,
11879,안전상비의약품 판매업소,01_01_05_P,5000000,PHMH320195000025087500002,20191213,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 의신면 돈지리 577번지 11호,전라남도 진도군 의신면 돈지로 2,58935,씨유 진도의신점,2.01912E+13,I,2019/12/19 0:23,,,,103,,
