fid,field_1,Unnamed: 0,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,시도명,시군구명,읍면명,회관명,소재지,Latitude,Longitude,규모(제곱미터),데이터기준일자,마을회관명,소재지도로명주소,회원수,대표자,대지면적,건축면적,경로당명,주소,연락처,연번,명칭,관장,시설소재지,시설설치일,위탁 또는 운영단체,보건소명,일반전화,팩스,우편번호,도로명주소,위치,시군명,기관장,기관명,소재지 (도로명 주소),진료과목,진료시간,비고,layer,path,ringId,distance,NUMPOINTS
"774",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,사미정 마을회관,전라남도 담양군 담양읍 양각2리 135,35.3159177,126.9726969,76.7,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"775",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,강쟁 마을회관,전라남도 담양군 담양읍 강쟁1리 879-1,35.3036412,126.9645869,86.9,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"776",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,두곡 마을회관,전라남도 담양군 담양읍 강쟁2리 273-13,35.3036412,126.9645869,182.4,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"777",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,신성 마을회관,전라남도 담양군 담양읍 강쟁3리 1763,35.3036412,126.9645869,106.9,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"778",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,오현 마을회관,전라남도 담양군 담양읍 오계1리 126,35.306697,126.9988335,83.8,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"779",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,계동 마을회관,전라남도 담양군 담양읍 오계2리 542-13,35.299781,126.9916122,79.5,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"780",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,반룡 마을회관,전라남도 담양군 담양읍 반룡1리 560,35.2991639,126.9830123,151.2,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"781",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,용주 마을회관,전라남도 담양군 담양읍 반룡2리 771,35.2991639,126.9830123,227.8,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"782",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,신촌 마을회관,전라남도 담양군 담양읍 반룡3리 215-1,35.2991639,126.9830123,110.7,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"783",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,연화촌 마을회관,전라남도 담양군 담양읍 금월1리 472-5,35.334122,127.017723,139,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"784",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,금월 마을회관,전라남도 담양군 담양읍 금월2리 93-1,35.334122,127.017723,75.3,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"785",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,오정 마을회관,전라남도 담양군 담양읍 삼만1리 600-1,35.343653,127.004935,89.8,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"786",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,내동 마을회관,전라남도 담양군 담양읍 삼만2리 50-1,35.343653,127.004935,77.7,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"787",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,원삼만 마을회관,전라남도 담양군 담양읍 삼만3리 275-1,35.343653,127.004935,66.5,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"788",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,선계 마을회관,전라남도 담양군 담양읍 삼만3리 360-2,35.343653,127.004935,60.38,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"789",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,학동 마을회관,전라남도 담양군 담양읍 학동1리 243-2,35.3228343,127.0183035,98.8,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"790",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,심곡 마을회관,전라남도 담양군 담양읍 학동2리 475-1,35.3174736,127.0084712,98.1,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"791",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,운교 마을회관,전라남도 담양군 담양읍 운교리 186,35.336737,126.9840323,96.2,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"792",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,외다 마을회관,전라남도 담양군 담양읍 삼다1리 197-1,35.3171951,126.9613646,185.1,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"793",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,내다 마을회관,전라남도 담양군 담양읍 삼다2리 380-2,35.3171951,126.9613646,100.3,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"794",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,고가뫼 마을회관,전라남도 담양군 담양읍 가산1리 397-3,35.3204254,126.9818638,147.2,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"795",,,,,,,,,,,,,,,,전라남도,담양군,담양읍,회룡 마을회관,전라남도 담양군 담양읍 가산2리 808-7,35.3204254,126.9818638,98.47,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"796",,,,,,,,,,,,,,,,전라남도,담양군,봉산면,대추 마을회관,전라남도 봉산면 대추1리 1209-3,35.2762079,126.9569166,117.84,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
"797",,,,,,,,,,,,,,,,전라남도,담양군,봉산면,도고 마을회관,전라남도 봉산면 대추2리 133-1,35.2762079,126.9569166,139.88,2022/05/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로담_담양,file:///C:/%EC%B4%9D%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EB%8D%B0%EC%9D%B4%ED%84%B0/%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527%20-%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%8B%B4%EC%96%91%EA%B5%B0_%EB%A7%88%EC%9D%84%ED%9A%8C%EA%B4%80%20%EC%9A%B4%EC%98%81%ED%98%84%ED%99%A9_20220527.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=yes&subsetIndex=no&watchFile=no,"1",1000,0
