,약국명_y,주소_y,전화번호,좌표정보(X),좌표정보(Y),월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
540,온누리목사골약국,전라남도 나주시 성북2길 9 (성북동),061-332-5505,126.7199263,35.035232,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
541,온누리백제약국,"전라남도 순천시 팔마로 103, (조곡동)",061-743-5999,127.4997994,34.946037,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,08:30~18:00,08:30~13:00,-,-
542,온누리백제약국,전라남도 나주시 성북2길 23,061-334-0221,126.7221334,35.0344452,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
543,온누리보건약국,"전라남도 순천시 왕궁중앙길 28, 1층 (조례동)",061-723-5657,127.5332901,34.9555858,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,-,-
544,온누리부부약국,"전라남도 순천시 남산로 144, 1층 (풍덕동)",061-742-1025,127.5040375,34.9403596,08:40~18:40,08:40~18:40,08:40~18:40,08:40~18:40,08:40~18:40,08:40~13:00,-,-
545,온누리시장약국,"전라남도 광양시 공영로 73, (중동)",061-792-7060,127.69716,34.9360437,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~18:00,09:00~21:00,09:00~18:00
546,온누리약국,전라남도 장흥군 남부관광로 7 (장흥읍),061-864-6100,126.9106401,34.676729,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
547,온누리은성약국,전라남도 순천시 중앙로 69 (저전동),061-743-7095,127.4836198,34.951872,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
548,온누리조례제일약국,"전라남도 순천시 조례1길 19, (조례동)",061-724-3737,127.5236629,34.9606529,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
549,온누리중앙약국,전라남도 곡성군 곡성읍 중앙로 119,061-363-8081,127.2955504,35.2814774,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
550,온누리한마음약국,전라남도 순천시 해룡면 조례못등길 150,061-721-9040,,,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
551,온리약국,"전라남도 여수시 국포1로 36, 롯데마트 (국동)",061-642-1008,,,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,-
552,옵티마사랑한약국,전라남도 광양시 폭포사랑길 99,061-792-7519,127.73225,34.9403013,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,-,13:00~17:00,-
553,옵티마장수약국,"전라남도 고흥군 도양읍 차경구렁목길 225,",061-844-3031,127.1449868,34.545672,08:15~17:10,08:15~17:10,08:15~17:10,08:15~17:10,08:15~17:10,08:30~13:00,-,-
554,옵티마푸른약국,전라남도 화순군 화순읍 대교로 123,061-371-0236,126.9928228,35.0635203,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~13:00,-,09:00~12:00
555,옵티마현대약국,전라남도 목포시 섶나루길 126 (상동),612876005,,,08:00~19:00,08:00~20:00,08:00~19:00,08:00~20:00,08:00~19:00,08:00~16:00,-,-
556,완도약국,전라남도 완도군 완도읍 개포로114번길 37-4,061-553-9979,126.7459225,34.3183581,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,09:00~13:00,-,-
557,왕지약국,"전라남도 순천시 백연길 104, (조례동)",061-725-0575,127.5319165,34.9533885,08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,08:20~13:00,-,08:20~13:00
558,용강약국,전라남도 광양시 광양읍 와룡길 9-4,061-761-2121,127.6098615,34.97107,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-,-
559,우리네온누리약국,전라남도 구례군 동편제길 31 (구례읍),061-783-4119,127.4612027,35.21526,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
560,우리동네약국,"전라남도 광양시 광양읍 대림오성로 63, 지하1층 상가1호및 2호",061-912-3188,,,09:30~20:30,09:30~20:30,09:30~20:30,09:30~20:30,09:30~20:30,09:30~19:00,-,-
561,우리동네약국,"전라남도 완도군 완도읍 개포로 151, 완도군산림조합",061-555-1175,,,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:00,-,-
562,우리들약국,전라남도 보성군 보성읍 현충로 26-2,061-852-8613,127.0759957,34.7643305,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~12:00,-,-
563,우리들약국,"전라남도 여수시 소라면 죽림중앙로 52, 102호",061-682-1014,127.6379065,34.7647896,08:30~18:30,08:30~18:30,08:30~18:30,14:00~18:30,08:30~18:30,08:30~13:00,-,-
564,우리들약국,전라남도 진도군 지산면 지산로 1182,061-542-6868,126.1660303,34.424622,07:30~11:30,07:30~11:30,07:30~11:30,07:30~11:30,07:30~11:30,07:30~12:00,-,-
565,우리들약국,"전라남도 영광군 영광읍 신남로 225,",061-353-3512,126.5066397,35.2758662,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:30~13:00,-,-
566,우리들약국,전라남도 담양군 담양읍 중앙로 24 24,061-383-7735,126.9836747,35.3152696,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
567,우리들온누리약국,전라남도 무안군 삼향읍 남악4로 71 1층 102호,061-285-9526,126.4654578,34.812144,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,09:00~17:00,-,-,-
568,우리약국,전라남도 화순군 화순읍 칠충로 97,061-374-2334,,,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~17:00,-,-
569,우리약국,전라남도 담양군 고서면 원등1길 4,061-381-1390,126.974075,35.2232167,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-
570,우리약국,전라남도 순천시 해룡면 조례못등길 123,061-721-6820,127.5288861,34.9477833,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~15:00,-,-
571,우리약국,전라남도 무안군 일로읍 일로로 48-1 (우리약국),061-279-0665,126.4923674,34.8489203,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~17:30,-,-
572,우리약국,"전라남도 영암군 신북면 황금동1길 14,",061-471-3155,126.6911369,34.8882634,07:50~18:30,07:50~18:30,07:50~18:30,07:50~18:30,07:50~18:30,07:50~18:30,-,-
573,우리약국,"전라남도 영광군 법성면 굴비로 100, 1층층",061-356-2225,,,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:00,-,-
574,우리약국,"전라남도 장성군 장성읍 영천로 204,",061-395-2480,126.7853225,35.3026036,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:00~13:00,-,-
575,우리약국,"전라남도 진도군 진도읍 남문길 45, 1층 (진도읍)",061-544-9770,126.2637185,34.4823576,08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,08:20~19:00,-,-,-
576,우리약국,"전라남도 목포시 양을로 145-1, 1층 (산정동)",062-272-1333,,,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,-,-,-
577,우리약국,전라남도 보성군 보성읍 중앙로 61-14,061-852-9470,127.0829053,34.767934,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
578,우리약국,"전라남도 여수시 망마로 63, (신기동)",061-682-0070,127.6697445,34.7588106,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
579,우리약국,"전라남도 함평군 손불면 손불중앙길 77,",061-322-4017,126.4305198,35.1435869,07:30~12:00,07:30~12:00,07:30~12:00,07:30~12:00,07:30~12:00,07:30~13:00,-,-
580,우리온누리약국,"전라남도 광양시 광양읍 읍내중앙길 13,",061-762-7007,127.5877776,34.9754188,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,09:00~18:00,-
581,우리팜약국,전라남도 무안군 삼향읍 남악3로 71,061-283-2378,126.4597911,34.8118144,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~18:00,-,-
582,우리힐약국,전라남도 목포시 옥암로 77-1 (옥암동),061-276-3939,126.4269251,34.8061287,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-
583,우주약국,"전라남도 여수시 신월로 114, 1층 (웅천동)",061-921-6696,127.6804198,34.7479571,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,-
584,운남약국,전라남도 무안군 운남면 운해로 580,061-452-4439,126.3416517,34.9611333,08:00~17:40,08:00~17:40,08:00~17:40,08:00~17:40,08:00~17:40,08:00~12:40,-,08:00~13:00
585,웅천온누리약국,전라남도 여수시 예울마루로 41 (웅천동),061-686-0030,127.6706779,34.7469327,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~16:00,-,-
586,웰약국,"전라남도 순천시 충효로 15, 메가박스 1층 109호 (덕암동)",061-746-4851,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:00~12:00,-,-
587,유달약국,전라남도 목포시 하당로153번길 4 (상동),061-282-0282,126.414575,34.8055167,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
588,유명약국,"전라남도 여수시 충무로 43, (충무동)",061-663-1124,127.7313141,34.7404745,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,-,09:00~12:00
589,유킹스파머시가까운약국,"전라남도 순천시 해룡면 순광로 234-9, 가동 1층 101호",061-724-8271,,,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,-,-,-
590,유킹스파머시여수바다약국,전라남도 여수시 거북선공원1길 26-1 (학동),061-683-0365,127.6655,34.7626844,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-,-
591,유킹스파머시조은약국,전라남도 여수시 어항로 45-1 (봉산동),061-641-0366,127.7231696,34.7310958,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-,-
592,유킹스파머시건봉약국,전라남도 순천시 장평로 65 1층 (인제동),061-741-5963,127.493974,34.9455519,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,08:30~20:00
593,유킹스파머시우리약국,전라남도 순천시 중앙로 14 1층 (장천동),061-901-0365,127.4872729,34.9480582,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
594,유한약국,"전라남도 신안군 임자면 임자로 146,",061-275-8288,126.1071864,35.0864667,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
595,유한약국,전라남도 나주시 남평읍 남평2로 50-1,061-331-2235,,,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~13:00,-,09:00~17:00
596,유한약국,"전라남도 목포시 청호로 176, (산정동)",061-272-6556,126.3736141,34.8064428,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,-,-
597,윤약국,전라남도 무안군 삼향읍 남악5로48번길 17,061-802-2004,126.4732852,34.8098549,09:00~20:00,09:00~20:00,14:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
598,율전약국,전라남도 목포시 부흥로 31 (상동),061-282-7501,126.4251687,34.801381,08:50~20:00,08:50~20:00,08:50~20:00,08:50~20:00,08:50~20:00,08:50~19:00,11:30~19:00,08:50~19:00
599,율촌동산약국,전라남도 여수시 율촌면 동산개길 10 (율촌면),061-692-9670,127.5786453,34.8815469,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,08:00~12:00,-,-,-
600,으뜸약국,전라남도 영암군 영암읍 낭주로 173,061-471-7684,126.7002671,34.8034185,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,22:00~25:00,22:00~25:00,22:00~25:00
601,으뜸약국,전라남도 순천시 연향1로 62 (연향동),061-726-7566,127.5212123,34.9439551,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,-,-,-
602,으뜸약국,"전라남도 영광군 영광읍 신남로 268,",061-353-6699,126.510871,35.274618,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~13:00,-,-
603,은성약국,"전라남도 영광군 영광읍 신남로 168, 1층 (영광읍)",061-353-5246,126.5004308,35.275721,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~12:30,-,-
604,은약국,전라남도 순천시 이수로 291,061-723-1453,127.5160041,34.9526177,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-
605,은약국,전라남도 화순군 화순읍 만연로 32-1,061-372-4433,126.9903442,35.0585634,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:30,-,-
606,은혜약국,"전라남도 무안군 무안읍 무안중앙로 37,",061-454-6313,126.4750165,34.9893188,08:00~19:00,08:00~21:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-
607,은혜약국,전라남도 순천시 팔마로 126 (조곡동),061-746-3375,127.5017768,34.944952,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~19:00,07:00~15:30,07:00~11:00,07:00~13:00
608,은혜약국,전라남도 화순군 화순읍 서양로 336,061-375-0032,127.0009598,35.061558,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-,-
609,은혜약국,전라남도 장성군 강변안길 22-1 (장성읍),061-395-9336,126.7748783,35.297712,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
610,이가한약국,전라남도 순천시 조례못등길 6 (조례동),061-725-8046,127.5259758,34.9551577,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,-
611,이기세약국,전라남도 함평군 함평읍 중앙길 80 1층,061-324-7710,126.522414,35.0635162,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,-,-
612,이마트약국,"전라남도 여수시 좌수영로 277, 이마트 (오림동)",061-654-4376,127.7149993,34.7579295,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-
613,이수약국,전라남도 목포시 중화길 13 (상동),061-272-7387,126.4158627,34.8090558,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,09:00~13:00,-,-
614,이양약국,전라남도 화순군 이양면 학포로 558,061-372-3011,126.9878375,34.8872404,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-
615,이조약국,"전라남도 순천시 서문성터길 1, (행동)",061-752-5767,127.483488,34.9570998,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~15:00,-,-
616,이화약국,전라남도 나주시 나주로 190 (중앙동),061-333-6789,126.7217332,35.0337735,08:20~20:00,08:20~20:00,08:20~20:00,08:20~20:00,08:20~20:00,08:20~19:00,09:30~14:00,09:00~18:00
617,이화약국,전라남도 구례군 구례읍 봉동길 7 1층,061-781-7730,127.4683368,35.2095611,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
618,이화약국,전라남도 목포시 녹색로 41,061-802-0802,126.4270375,34.82305,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
619,이화약국,"전라남도 순천시 우석로 98, (남정동)",061-742-0250,127.4887266,34.9374325,09:00~12:30,09:00~12:30,09:00~12:30,09:00~12:30,09:00~12:30,09:00~13:00,-,-
620,인성약국,전라남도 광양시 광영로 44-1 (광영동),061-792-9919,127.7240409,34.9621924,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,-,13:00~16:00,-
621,인애약국,"전라남도 고흥군 동강면 고흥로 4261,",061-833-2060,127.3332239,34.7798157,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~13:00,-,-
622,인약국,전라남도 여수시 학동1길 26,061-654-4027,127.6640255,34.7658509,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
623,인의당약국,"전라남도 영광군 법성면 연우로 6,",061-356-4200,126.4442073,35.3624928,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~18:00,-,-
624,인제약국,"전라남도 영광군 영광읍 신남로 186,",061-351-2435,126.5024455,35.2757985,07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,07:30~20:30,10:00~19:00,10:00~19:00,10:00~19:00
625,인화약국,"전라남도 영암군 시종면 쌍구길 15-1,",061-472-8012,126.6080234,34.8682336,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,07:00~13:00,-,-
626,일로건강약국,전라남도 무안군 일로읍 일로로 99-1,061-284-1527,126.4961089,34.8471733,07:30~17:00,07:30~17:00,07:30~17:00,07:30~17:00,07:30~17:00,07:30~12:00,-,-
627,일로약국,전라남도 무안군 일로읍 일로로 74-1 (일로읍),061-281-0722,126.4945924,34.8494048,07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,07:30~18:00,07:30~13:00,-,-
628,일번지약국,"전라남도 여수시 좌수영로 1, 1층 (서교동)",061-920-6699,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
629,일심당한약국,"전라남도 광양시 광양읍 신재로 53, 1층 (광양읍)",061-763-9804,,,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,09:00~20:00
630,임약국,"전라남도 여수시 신월로 735-2, (봉산동)",061-642-0898,127.720651,34.7362034,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~16:00,14:00~18:00,08:30~13:00
631,자연약국,전라남도 여수시 시청로 48,061-683-1555,127.6631212,34.7658744,08:30~18:40,08:30~18:40,08:30~18:40,08:30~18:40,08:30~18:40,08:30~13:00,-,-
632,자연약국,"전라남도 고흥군 고흥읍 학교길 37,",061-833-3000,127.2914427,34.6074572,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,-,-
633,장생당한약국,"전라남도 목포시 부흥로 99, 1층(옥암동)",061-282-1584,126.4316418,34.8045051,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~19:00,-,-
634,장생약국,"전라남도 장흥군 장흥읍 동교1길 42,",061-864-5100,126.9098246,34.6779814,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,-,-
635,장생약국,전라남도 순천시 연향상가7길 18 1층(연향동),061-721-0063,127.5171934,34.9519084,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,09:00~13:00,-,-
636,장성건강약국,전라남도 장성군 장성읍 역전로 169,061-393-7060,,,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:30~14:00,-,-
637,장성약국,전라남도 장성군 장성읍 영천로 125,061-395-2535,126.7810062,35.2969935,08:00~14:00,08:00~14:00,08:00~14:00,08:00~14:00,08:00~14:00,08:00~13:00,-,-
638,장수약국,"전라남도 곡성군 옥과면 리문5길 7, 1층 (옥과면)",061-363-7333,127.135888,35.2755996,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
639,장약국,전라남도 구례군 구례읍 로터리길 13,061-782-2298,127.466186,35.2091077,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,07:30~19:30,-,-,-
640,장약국,"전라남도 목포시 산정로 118, (산정동)",061-273-3098,126.3931862,34.7991056,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,09:00~12:00,-,-
641,장흥온누리약국,전라남도 장흥군 장흥읍 남부관광로 7 (장흥읍),061-864-6100,126.9106401,34.676729,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
642,장천우리약국,"전라남도 순천시 중앙로 14, 1층 (장천동)",061-901-0365,127.4872729,34.9480582,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
643,전남약국,"전라남도 무안군 무안읍 무안중앙로 11,",061-452-8433,126.4776825,34.9885335,08:00~18:30,08:00~18:30,08:00~18:30,08:00~20:40,08:00~18:30,08:00~15:00,09:30~16:00,08:30~16:00
644,전남약국,전라남도 순천시 비봉2길 7,061-722-2210,127.5212247,34.971883,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-
645,전남약국,"전라남도 화순군 화순읍 중앙로 171,",061-375-3676,127.000208,35.0606029,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,-,-,-
646,전남우리약국,전라남도 여수시 무선로 107 (선원동),061-683-7284,127.6545966,34.7703654,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-
647,전남제일약국,전라남도 여수시 시청로 41,061-681-5354,127.6624481,34.765352,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,09:00~22:00
648,전약국,전라남도 목포시 옥암로 101 (상동),061-284-4859,126.4258022,34.8080187,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,09:00~13:00
649,전일약국,전라남도 목포시 청호로 153 (산정동),061-273-7575,,,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,09:00~20:00,-,-
650,전일약국,전라남도 여수시 문수로 86,061-654-3150,127.7045298,34.7542571,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:30~13:00,08:00~13:00,-,-
651,정다운약국,전라남도 해남군 해남읍 중앙1로 2,061-536-6228,126.6069296,34.5712438,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
652,정다운온누리약국,"전라남도 순천시 율산길 52, (연향동)",061-726-2888,127.5274783,34.9406022,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,-
653,정담은약국,전라남도 여수시 둔덕2길 6-4(미평동),061-682-5660,,,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,14:00~20:00,-
654,정문약국,전라남도 해남군 옥천면 해남로 594,061-534-2642,126.6480318,34.5842186,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
655,정문약국,전라남도 목포시 영산로 475 (상동),061-273-8181,126.4162987,34.808522,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,08:30~13:00,-,-
656,정민약국,전라남도 곡성군 곡성읍 중앙로 99,061-363-0343,127.2935979,35.2803316,08:20~18:20,08:20~18:20,08:20~18:20,08:20~18:20,08:20~18:20,08:20~15:00,-,-
657,정성약국,전라남도 순천시 북정1길 2 (매곡동),061-752-2888,127.4842705,34.9625421,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~13:30,-,-
658,정성약국,"전라남도 곡성군 옥과면 대학로 191,",061-362-9091,127.1401411,35.2767893,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,-,-
659,정약국,"전라남도 순천시 이수로 305, 1층 (조례동)",061-726-1233,127.5172374,34.9533732,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,10:00~13:00,09:00~13:00
660,정약국,전라남도 보성군 벌교읍 채동선로 245-1,061-858-9000,127.3446498,34.843843,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,08:00~13:00,07:00~13:00,-,-
661,정원약국,"전라남도 순천시 장천3길 1, 1층 (장천동)",061-742-1690,127.4905479,34.9479625,08:30~20:00,-,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00
662,정은약국,"전라남도 무안군 삼향읍 남악4로 49, 중앙프라자 1층 107호 (삼향읍)",061-281-1181,126.4655638,34.8100191,08:30~19:20,18:30~19:20,08:30~19:20,08:30~19:20,08:30~19:20,08:30~15:20,-,-
663,제일약국,전라남도 구례군 구례읍 로터리길 16,061-782-2219,127.466164,35.2088774,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~18:00,07:00~15:00,07:00~14:00,-
664,제일약국,전라남도 무안군 망운면 압창길 4,061-452-1025,126.3918617,35.0120916,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~17:30,08:00~14:00,-,-
665,제일약국,전라남도 강진군 성전면 예향로 1,061-434-5044,126.7083043,34.6915603,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~15:00,-,-
666,제일약국,전라남도 보성군 보성읍 현충로 89,061-852-2567,127.0814134,34.7675653,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~17:00,08:00~13:00,-,-
667,제일약국,"전라남도 고흥군 고흥읍 봉동주공길 1,",061-833-2787,127.2881531,34.6077109,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-
668,제일약국,전라남도 진도군 고군면 오일시1길 39,061-543-1011,126.3137891,34.5013109,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:30,-,-
669,제일약국,전라남도 곡성군 곡성읍 중앙로 88 (곡성읍),061-363-2330,127.2926848,35.2799168,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,07:00~22:30,-
670,제일약국(노화),전라남도 완도군 이목25번길 46-26 (노화읍),061-553-4623,126.5735487,34.1779212,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,09:00~17:00,10:00~14:00,-
671,제일온누리약국,전라남도 무안군 삼향읍 대죽서로15번길 36,061-285-9883,126.4612984,34.8124765,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,-
672,제철구내약국,전라남도 광양시 백운로 1638-11,061-792-4885,127.7256798,34.93243,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,14:00~17:00,-
673,조도밝은약국,전라남도 진도군 조도면 창유2길 6,070-8837-8007,126.0469538,34.2978166,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:00,-,-
674,조례큰약국,전라남도 순천시 이수로 325,061-724-0072,127.519246,34.9541384,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~16:00,-,-
675,조약국,전라남도 목포시 양을로 145 (산정동),061-276-7887,126.3862765,34.8095471,08:30~19:00,08:30~21:30,08:30~21:00,08:30~21:00,08:30~21:00,08:30~20:00,-,-
